Sentence,Labels
"The male with black shirt, jeans with the color orange and black sandals. The person also is wearing a pair of gloves.","{'race': 'NA', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'shirt', 'top_color': 'black', 'bottom': 'jeans', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'black', 'accessory': 'gloves', 'accessory_color': 'NA'}"
"The man, is wearing a violet T-shirt, shorts and red sandals, that has gray hair. He is wearing a pair of sunglasses with the color black.","{'race': 'NA', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'T-shirt', 'top_color': 'violet', 'bottom': 'shorts', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'sunglasses', 'accessory_color': 'black'}"
"This black person with long black wavy hair, in a white jacket, skirt with the color blue and black sneakers, who is wearing earrings.","{'race': 'black', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'long', 'top': 'jacket', 'top_color': 'white', 'bottom': 'skirt', 'bottom_color': 'blue', 'footwear': 'sneakers', 'footwear_color': 'black', 'accessory': 'earrings', 'accessory_color': 'NA'}"
"This caucasian male with short brown straight hair, in red shirt, orange jeans and white shoes.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'shirt', 'top_color': 'red', 'bottom': 'jeans', 'bottom_color': 'orange', 'footwear': 'shoes', 'footwear_color': 'white', 'accessory': 'NA', 'accessory_color': 'NA'}"
The female has short hair. She has yellow shoes. She is wearing yellow earrings.,"{'race': 'NA', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'shoes', 'footwear_color': 'yellow', 'accessory': 'earrings', 'accessory_color': 'yellow'}"
"A caucasian person, long brown straight hair, a blue suit, pants with the color orange and red boots, is wearing a pair of red gloves.","{'race': 'caucasian', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'suit', 'top_color': 'blue', 'bottom': 'pants', 'bottom_color': 'orange', 'footwear': 'boots', 'footwear_color': 'red', 'accessory': 'gloves', 'accessory_color': 'red'}"
"That white person, short curly hair, black suit, yellow shorts and yellow shoes, is wearing a pair of orange sunglasses.","{'race': 'white', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'NA', 'hair_len': 'short', 'top': 'suit', 'top_color': 'black', 'bottom': 'shorts', 'bottom_color': 'yellow', 'footwear': 'shoes', 'footwear_color': 'yellow', 'accessory': 'sunglasses', 'accessory_color': 'orange'}"
"That male described as caucasian, with violet coat and yellow pants, that has blond wavy hair. He is wearing a green bracelet.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'coat', 'top_color': 'violet', 'bottom': 'pants', 'bottom_color': 'yellow', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'bracelet', 'accessory_color': 'green'}"
"A white woman with middle brown straight hair, wears a dress with the color orange and blue shorts, who is wearing a bracelet with the color white.","{'race': 'white', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'orange', 'bottom': 'shorts', 'bottom_color': 'blue', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'bracelet', 'accessory_color': 'white'}"
"A black male has black straight hair. He is wearing dress, violet shorts and white boots. He is wear a black scarf.","{'race': 'black', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'violet', 'footwear': 'boots', 'footwear_color': 'white', 'accessory': 'scarf', 'accessory_color': 'black'}"
"The woman described as white, had a black dress, violet pants and blue boots, that has middle brown kinky hair. She carries a red handbag.","{'race': 'white', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'black', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'boots', 'footwear_color': 'blue', 'accessory': 'handbag', 'accessory_color': 'red'}"
"The man has a yellow dress, trousers and boots, has short black kinky hair. The person also is wearing a pair of sunglasses with the color violet.","{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'short', 'top': 'dress', 'top_color': 'yellow', 'bottom': 'trousers', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'NA', 'accessory': 'sunglasses', 'accessory_color': 'violet'}"
"The female with middle straight hair, has a yellow T-shirt and black boots, who is wearing a pair of orange gloves.","{'race': 'NA', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'T-shirt', 'top_color': 'yellow', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'black', 'accessory': 'gloves', 'accessory_color': 'orange'}"
"A caucasian female, wavy hair, white trousers and sneakers with the color blue, is wearing a yellow necklace.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'necklace', 'accessory_color': 'yellow'}"
"A female, wears suit with the color black, red trousers and orange boots, that has short brown curly hair.","{'race': 'NA', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'suit', 'top_color': 'black', 'bottom': 'trousers', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'NA', 'accessory_color': 'NA'}"
"That person, wears a violet blouse, blue shorts and orange shoes, that has long gray hair. The person is wearing a pair of green sunglasses.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'violet', 'bottom': 'shorts', 'bottom_color': 'blue', 'footwear': 'shoes', 'footwear_color': 'orange', 'accessory': 'sunglasses', 'accessory_color': 'green'}"
"This male described as white, weared a black shirt and black skirt, that has short white wavy hair. He carries a green handbag.","{'race': 'white', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'white', 'hair_len': 'short', 'top': 'shirt', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'black', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'handbag', 'accessory_color': 'green'}"
"This man described as caucasian, weared black coat, violet jeans and shoes, that has gray hair. He is wearing a pair of violet gloves.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'NA', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'coat', 'top_color': 'black', 'bottom': 'jeans', 'bottom_color': 'violet', 'footwear': 'shoes', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'violet'}"
"A male described as black, is wearing a green dress, red pants and slippers with the color yellow, that has black wavy hair. He has red belt.","{'race': 'black', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'dress', 'top_color': 'green', 'bottom': 'pants', 'bottom_color': 'red', 'footwear': 'slippers', 'footwear_color': 'yellow', 'accessory': 'belt', 'accessory_color': 'red'}"
"A black female, middle black wavy hair, a black dress, is wearing a pair of yellow gloves.","{'race': 'black', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'black', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'yellow'}"
"The asian female with short gray kinky hair, weared a black T-shirt, white skirt and green boots, who is wear a blue scarf.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'T-shirt', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'white', 'footwear': 'boots', 'footwear_color': 'green', 'accessory': 'scarf', 'accessory_color': 'blue'}"
"The man weared blue dress, red jeans and black sandals, has middle curly hair. The person also is wearing a bracelet with the color white.","{'race': 'NA', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'blue', 'bottom': 'jeans', 'bottom_color': 'red', 'footwear': 'sandals', 'footwear_color': 'black', 'accessory': 'bracelet', 'accessory_color': 'white'}"
"A black female has a green jacket and green skirt, has brown hair. The person also is wearing a pair of white gloves.","{'race': 'black', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'jacket', 'top_color': 'green', 'bottom': 'skirt', 'bottom_color': 'green', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'white'}"
"The black male has brown straight hair. He weared a black T-shirt, green jeans and sneakers. He has black belt.","{'race': 'black', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'T-shirt', 'top_color': 'black', 'bottom': 'jeans', 'bottom_color': 'green', 'footwear': 'sneakers', 'footwear_color': 'NA', 'accessory': 'belt', 'accessory_color': 'black'}"
"A male with middle black kinky hair, weared red suit, green skirt and blue sneakers, who is wearing a pair of black glasses.","{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'suit', 'top_color': 'red', 'bottom': 'skirt', 'bottom_color': 'green', 'footwear': 'sneakers', 'footwear_color': 'blue', 'accessory': 'glasses', 'accessory_color': 'black'}"
"This black male with long wavy hair, has a white suit, pants with the color green and black boots, who is wearing a hat.","{'race': 'black', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'suit', 'top_color': 'white', 'bottom': 'pants', 'bottom_color': 'green', 'footwear': 'boots', 'footwear_color': 'black', 'accessory': 'hat', 'accessory_color': 'NA'}"
"A black man has long blond kinky hair. He wears black blouse, blue trousers and green boots. He is wearing a violet necklace.","{'race': 'black', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'black', 'bottom': 'trousers', 'bottom_color': 'blue', 'footwear': 'boots', 'footwear_color': 'green', 'accessory': 'necklace', 'accessory_color': 'violet'}"
"A black man with a orange jumper, red skirt and shoes, has short gray curly hair. The person also carries a violet handbag.","{'race': 'black', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'orange', 'bottom': 'skirt', 'bottom_color': 'red', 'footwear': 'shoes', 'footwear_color': 'NA', 'accessory': 'handbag', 'accessory_color': 'violet'}"
"The caucasian male is wearing orange blouse, shorts with the color orange and sneakers with the color orange, has long brown curly hair. The person also is wearing a violet hat.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'orange', 'bottom': 'shorts', 'bottom_color': 'orange', 'footwear': 'sneakers', 'footwear_color': 'orange', 'accessory': 'hat', 'accessory_color': 'violet'}"
"A white man wears a white dress and boots with the color orange, has long blond kinky hair. The person also is wearing a yellow bracelet.","{'race': 'white', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'dress', 'top_color': 'white', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'bracelet', 'accessory_color': 'yellow'}"
"A caucasian woman is wearing black shorts and black slippers, has middle white straight hair.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'NA', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'black', 'footwear': 'slippers', 'footwear_color': 'black', 'accessory': 'NA', 'accessory_color': 'NA'}"
"That man, short white kinky hair, violet jeans and green slippers, is wearing a pair of green glasses.","{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'violet', 'footwear': 'slippers', 'footwear_color': 'green', 'accessory': 'glasses', 'accessory_color': 'green'}"
"The white woman, short gray wavy hair, a blue T-shirt, jeans with the color yellow and violet slippers, is wearing a violet necklace.","{'race': 'white', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'T-shirt', 'top_color': 'blue', 'bottom': 'jeans', 'bottom_color': 'yellow', 'footwear': 'slippers', 'footwear_color': 'violet', 'accessory': 'necklace', 'accessory_color': 'violet'}"
"A caucasian person in suit, white trousers and shoes with the color red, has long curly hair.","{'race': 'caucasian', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'suit', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'white', 'footwear': 'shoes', 'footwear_color': 'red', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The person has short black curly hair. The person with a green dress, white jeans and sneakers. The person is wearing a hat with the color white.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'short', 'top': 'dress', 'top_color': 'green', 'bottom': 'jeans', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'white'}"
"The female with long blond hair, with a orange jacket, pants with the color blue and sandals with the color yellow, who is wearing a white hat.","{'race': 'NA', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'blond', 'hair_len': 'long', 'top': 'jacket', 'top_color': 'orange', 'bottom': 'pants', 'bottom_color': 'blue', 'footwear': 'sandals', 'footwear_color': 'yellow', 'accessory': 'hat', 'accessory_color': 'white'}"
"This caucasian person, long hair, blue jeans and boots with the color orange, has green belt.","{'race': 'caucasian', 'gender': 'NA', 'hair_style': 'NA', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'blue', 'footwear': 'boots', 'footwear_color': 'orange', 'accessory': 'belt', 'accessory_color': 'green'}"
"This asian woman with long kinky hair, has a green coat, black trousers and red sandals, who is wearing a black necklace.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'coat', 'top_color': 'green', 'bottom': 'trousers', 'bottom_color': 'black', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'necklace', 'accessory_color': 'black'}"
"The asian woman with a coat and blue sandals, has black straight hair. The person also is wear a orange scarf.","{'race': 'asian', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'coat', 'top_color': 'NA', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'blue', 'accessory': 'scarf', 'accessory_color': 'orange'}"
"This caucasian man with short black straight hair, has white T-shirt, violet shorts and orange sandals, who is wearing a pair of violet glasses.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'black', 'hair_len': 'short', 'top': 'T-shirt', 'top_color': 'white', 'bottom': 'shorts', 'bottom_color': 'violet', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'glasses', 'accessory_color': 'violet'}"
"This female described as white, in a black coat, skirt and green sandals, that has short gray straight hair. She is wearing a pair of blue gloves.","{'race': 'white', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'gray', 'hair_len': 'short', 'top': 'coat', 'top_color': 'black', 'bottom': 'skirt', 'bottom_color': 'NA', 'footwear': 'sandals', 'footwear_color': 'green', 'accessory': 'gloves', 'accessory_color': 'blue'}"
"This woman with short brown curly hair, wears yellow jumper, black shorts and slippers with the color violet, who is wearing a pair of blue glasses.","{'race': 'NA', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'yellow', 'bottom': 'shorts', 'bottom_color': 'black', 'footwear': 'slippers', 'footwear_color': 'violet', 'accessory': 'glasses', 'accessory_color': 'blue'}"
"A man has black tanktop, white pants and yellow shoes, has middle straight hair. The person also is wear a scarf.","{'race': 'NA', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'black', 'bottom': 'pants', 'bottom_color': 'white', 'footwear': 'shoes', 'footwear_color': 'yellow', 'accessory': 'scarf', 'accessory_color': 'NA'}"
"A asian woman has long black kinky hair. She wears a blue T-shirt, yellow shorts and green slippers. She is wearing a pair of orange glasses.","{'race': 'asian', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'long', 'top': 'T-shirt', 'top_color': 'blue', 'bottom': 'shorts', 'bottom_color': 'yellow', 'footwear': 'slippers', 'footwear_color': 'green', 'accessory': 'glasses', 'accessory_color': 'orange'}"
"That woman described as black, wears green suit, green shorts and white sandals, that has gray wavy hair. She has red belt.","{'race': 'black', 'gender': 'female', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'suit', 'top_color': 'green', 'bottom': 'shorts', 'bottom_color': 'green', 'footwear': 'sandals', 'footwear_color': 'white', 'accessory': 'belt', 'accessory_color': 'red'}"
The asian person has short brown straight hair. The person with orange trousers and red sandals. The person has a yellow ring.,"{'race': 'asian', 'gender': 'NA', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'orange', 'footwear': 'sandals', 'footwear_color': 'red', 'accessory': 'ring', 'accessory_color': 'yellow'}"
"That asian male with short white straight hair, had violet jeans and white shoes, who has blue belt.","{'race': 'asian', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'white', 'hair_len': 'short', 'top': 'NA', 'top_color': 'NA', 'bottom': 'jeans', 'bottom_color': 'violet', 'footwear': 'shoes', 'footwear_color': 'white', 'accessory': 'belt', 'accessory_color': 'blue'}"
"That black female, middle gray curly hair, a orange tanktop and violet trousers, has black belt.","{'race': 'black', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'orange', 'bottom': 'trousers', 'bottom_color': 'violet', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'belt', 'accessory_color': 'black'}"
"This black female with long straight hair, had a black coat, pants and red slippers, who has orange belt.","{'race': 'black', 'gender': 'female', 'hair_style': 'straight', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'coat', 'top_color': 'black', 'bottom': 'pants', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'red', 'accessory': 'belt', 'accessory_color': 'orange'}"
A black woman has gray curly hair. She wears blue pants. She is wearing a black necklace.,"{'race': 'black', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'blue', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'necklace', 'accessory_color': 'black'}"
"The white woman, long black hair, red trousers and green boots, is wearing a pair of gloves.","{'race': 'white', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'black', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'trousers', 'bottom_color': 'red', 'footwear': 'boots', 'footwear_color': 'green', 'accessory': 'gloves', 'accessory_color': 'NA'}"
"That male described as white, is wearing red tanktop, violet pants and black sneakers, that has brown straight hair. He is wear a black scarf.","{'race': 'white', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'tanktop', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'sneakers', 'footwear_color': 'black', 'accessory': 'scarf', 'accessory_color': 'black'}"
"That male with middle white kinky hair, is wearing a orange tanktop and yellow skirt, who is wearing earrings with the color yellow.","{'race': 'NA', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'middle', 'top': 'tanktop', 'top_color': 'orange', 'bottom': 'skirt', 'bottom_color': 'yellow', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'earrings', 'accessory_color': 'yellow'}"
"The person has black pants and slippers with the color black, has brown curly hair. The person also carries a black handbag.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'NA', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'slippers', 'footwear_color': 'black', 'accessory': 'handbag', 'accessory_color': 'black'}"
"The black female with long brown kinky hair, is wearing a white shirt, blue trousers and white boots, who is wearing a green necklace.","{'race': 'black', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'shirt', 'top_color': 'white', 'bottom': 'trousers', 'bottom_color': 'blue', 'footwear': 'boots', 'footwear_color': 'white', 'accessory': 'necklace', 'accessory_color': 'green'}"
"A black male weared black shorts and white shoes, has long kinky hair.","{'race': 'black', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'long', 'top': 'NA', 'top_color': 'NA', 'bottom': 'shorts', 'bottom_color': 'black', 'footwear': 'shoes', 'footwear_color': 'white', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The caucasian female, brown curly hair, a black tanktop, blue pants and yellow shoes, is wearing a green necklace.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'tanktop', 'top_color': 'black', 'bottom': 'pants', 'bottom_color': 'blue', 'footwear': 'shoes', 'footwear_color': 'yellow', 'accessory': 'necklace', 'accessory_color': 'green'}"
"The caucasian woman has black curly hair. She had a orange blouse, yellow skirt and orange shoes.","{'race': 'caucasian', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'black', 'hair_len': 'NA', 'top': 'blouse', 'top_color': 'orange', 'bottom': 'skirt', 'bottom_color': 'yellow', 'footwear': 'shoes', 'footwear_color': 'orange', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The man, short brown straight hair, red jumper, yellow skirt and black sandals, is wearing a orange bracelet.","{'race': 'NA', 'gender': 'male', 'hair_style': 'straight', 'hair_color': 'brown', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'red', 'bottom': 'skirt', 'bottom_color': 'yellow', 'footwear': 'sandals', 'footwear_color': 'black', 'accessory': 'bracelet', 'accessory_color': 'orange'}"
"This asian person with middle kinky hair, wears green dress and pants with the color white, who is wearing a pair of white glasses.","{'race': 'asian', 'gender': 'NA', 'hair_style': 'kinky', 'hair_color': 'NA', 'hair_len': 'middle', 'top': 'dress', 'top_color': 'green', 'bottom': 'pants', 'bottom_color': 'white', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'glasses', 'accessory_color': 'white'}"
"A asian male has brown wavy hair. He had a tanktop with the color violet, violet trousers and red sneakers. He is wear a scarf with the color blue.","{'race': 'asian', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'brown', 'hair_len': 'NA', 'top': 'tanktop', 'top_color': 'violet', 'bottom': 'trousers', 'bottom_color': 'violet', 'footwear': 'sneakers', 'footwear_color': 'red', 'accessory': 'scarf', 'accessory_color': 'blue'}"
"This person with gray wavy hair, with yellow jacket, orange jeans and violet shoes, who is wear a white scarf.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'wavy', 'hair_color': 'gray', 'hair_len': 'NA', 'top': 'jacket', 'top_color': 'yellow', 'bottom': 'jeans', 'bottom_color': 'orange', 'footwear': 'shoes', 'footwear_color': 'violet', 'accessory': 'scarf', 'accessory_color': 'white'}"
"This male described as caucasian, in a red coat and red slippers, that has short blond curly hair. He has violet belt.","{'race': 'caucasian', 'gender': 'male', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'coat', 'top_color': 'red', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'red', 'accessory': 'belt', 'accessory_color': 'violet'}"
"A white woman wears a orange dress and green jeans, has short white hair. The person also is wearing a violet hat.","{'race': 'white', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'white', 'hair_len': 'short', 'top': 'dress', 'top_color': 'orange', 'bottom': 'jeans', 'bottom_color': 'green', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'violet'}"
"The male described as black, had red jumper and violet pants, that has short black kinky hair.","{'race': 'black', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'black', 'hair_len': 'short', 'top': 'jumper', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'violet', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'NA', 'accessory_color': 'NA'}"
"The white man with blond kinky hair, has blue tanktop, black pants and shoes with the color violet, who is wearing a pair of blue sunglasses.","{'race': 'white', 'gender': 'male', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'NA', 'top': 'tanktop', 'top_color': 'blue', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'shoes', 'footwear_color': 'violet', 'accessory': 'sunglasses', 'accessory_color': 'blue'}"
"The male in a violet jumper and yellow skirt, has middle black wavy hair. The person also is wearing a hat with the color black.","{'race': 'NA', 'gender': 'male', 'hair_style': 'wavy', 'hair_color': 'black', 'hair_len': 'middle', 'top': 'jumper', 'top_color': 'violet', 'bottom': 'skirt', 'bottom_color': 'yellow', 'footwear': 'NA', 'footwear_color': 'NA', 'accessory': 'hat', 'accessory_color': 'black'}"
"The black female is wearing blue suit and green slippers, has short blond kinky hair. The person also is wearing a white bracelet.","{'race': 'black', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'blond', 'hair_len': 'short', 'top': 'suit', 'top_color': 'blue', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'green', 'accessory': 'bracelet', 'accessory_color': 'white'}"
"A woman, middle brown hair, blouse, pants with the color white and violet sneakers, carries a yellow handbag.","{'race': 'NA', 'gender': 'female', 'hair_style': 'NA', 'hair_color': 'brown', 'hair_len': 'middle', 'top': 'blouse', 'top_color': 'NA', 'bottom': 'pants', 'bottom_color': 'white', 'footwear': 'sneakers', 'footwear_color': 'violet', 'accessory': 'handbag', 'accessory_color': 'yellow'}"
"The person weared a T-shirt with the color white and slippers, has middle blond curly hair. The person also is wearing a pair of black gloves.","{'race': 'NA', 'gender': 'NA', 'hair_style': 'curly', 'hair_color': 'blond', 'hair_len': 'middle', 'top': 'T-shirt', 'top_color': 'white', 'bottom': 'NA', 'bottom_color': 'NA', 'footwear': 'slippers', 'footwear_color': 'NA', 'accessory': 'gloves', 'accessory_color': 'black'}"
"That female, has a red blouse, black pants and orange sandals, that has long brown curly hair. She is wearing a pair of sunglasses.","{'race': 'NA', 'gender': 'female', 'hair_style': 'curly', 'hair_color': 'brown', 'hair_len': 'long', 'top': 'blouse', 'top_color': 'red', 'bottom': 'pants', 'bottom_color': 'black', 'footwear': 'sandals', 'footwear_color': 'orange', 'accessory': 'sunglasses', 'accessory_color': 'NA'}"
"This woman, in orange tanktop, violet jeans and black boots, that has long white kinky hair.","{'race': 'NA', 'gender': 'female', 'hair_style': 'kinky', 'hair_color': 'white', 'hair_len': 'long', 'top': 'tanktop', 'top_color': 'orange', 'bottom': 'jeans', 'bottom_color': 'violet', 'footwear': 'boots', 'footwear_color': 'black', 'accessory': 'NA', 'accessory_color': 'NA'}"
